player_id_text,name,team,position,role_id,fit
REGF_P04, Pau Barsi,Register FC,CB,Ball-Playing CB,4
REGF_P04, Pau Barsi,Register FC,CB,Balanced CB,4
REGF_P05, Ally Baldeo,Register FC,LB,Inverted,4
REGF_P05, Ally Baldeo,Register FC,LB,Wingback,5
REGF_P05, Ally Baldeo,Register FC,LB,Defensive Fullback,3
REGF_P06, Cristiano Arazo,Register FC,CB,No-Nonsense CB,5
REGF_P06, Cristiano Arazo,Register FC,CB,Ball-Playing CB,2
REGF_P06, Cristiano Arazo,Register FC,CB,Balanced CB,3
REGF_P07, Andy Christens,Register FC,CB,No-Nonsense CB,4
REGF_P07, Andy Christens,Register FC,CB,Ball-Playing CB,4
REGF_P07, Andy Christens,Register FC,CB,Balanced CB,4
REGF_P08, Jules Koule,Register FC,CB,No-Nonsense CB,4
REGF_P08, Jules Koule,Register FC,CB,Ball-Playing CB,5
REGF_P08, Jules Koule,Register FC,CB,Balanced CB,5
REGF_P09, Eric Garrassa,Register FC,CB,No-Nonsense CB,4
REGF_P09, Eric Garrassa,Register FC,CB,Ball-Playing CB,4
REGF_P09, Eric Garrassa,Register FC,CB,Balanced CB,4
REGF_P10, Gavinho,Register FC,CM,All-Around Midfielder,4
REGF_P10,Gavinho,Register FC,CM,Box-to-Box,4
REGF_P10,Gavinho,Register FC,CM,Deep-Lying Playmaker,4
REGF_P10,Gavinho,Register FC,CM,Box Crasher,4
REGF_P10,Gavinho,Register FC,CM,Mezzala,2
REGF_P11, Pedriano,Register FC,CM,All-Around Midfielder,5
REGF_P11, Pedriano,Register FC,CM,Box-to-Box,4
REGF_P11, Pedriano,Register FC,CM,Deep-Lying Playmaker,5
REGF_P11, Pedriano,Register FC,CM,Box Crasher,3
REGF_P11, Pedriano,Register FC,CM,Mezzala,4
REGF_P12, Fermin Lopezo,Register FC,AM,No. 10,5
REGF_P12, Fermin Lopezo,Register FC,AM,Shadow Striker,3
REGF_P13, Marc Casadoy,Register FC,DM,Deep-Lying Playmaker,4
REGF_P13, Marc Casadoy,Register FC,DM,Ball-Winning DM,4
REGF_P13, Marc Casadoy,Register FC,DM,Anchorman,4
REGF_P14, Daniel Olmora,Register FC,AM,No. 10,4
REGF_P14, Daniel Olmora,Register FC,AM,Shadow Striker,5
REGF_P15, Frank Jong,Register FC,CM,All-Around Midfielder,5
REGF_P15, Frank Jong,Register FC,CM,Box-to-Box,4
REGF_P15, Frank Jong,Register FC,CM,Deep-Lying Playmaker,5
REGF_P15, Frank Jong,Register FC,CM,Box Crasher,2
REGF_P15, Frank Jong,Register FC,CM,Mezzala,3
REGF_P16, Derran Torr,Register FC,LW,Inside Forward,5
REGF_P16, Derran Torr,Register FC,LW,Traditional Winger,4
REGF_P16, Derran Torr,Register FC,LW,Inverted Winger,4
REGF_P17, Bob LeDowski,Register FC,ST,Poacher,5
REGF_P17, Bob LeDowski,Register FC,ST,Target Man,5
REGF_P17, Bob LeDowski,Register FC,ST,Complete Forward,4
REGF_P17, Bob LeDowski,Register FC,ST,Deep-Lying Forward,2
REGF_P18,  Yamalito,Register FC,RW,Inside Forward,5
REGF_P18,  Yamalito,Register FC,RW,Traditional Winger,4
REGF_P18,  Yamalito,Register FC,RW,Inverted Winger,5
REGF_P19, Raphinhão,Register FC,RW,Inside Forward,5
REGF_P19, Raphinhão,Register FC,RW,Traditional Winger,4
REGF_P19, Raphinhão,Register FC,RW,Inverted Winger,5
REGF_P20, Mark Rash,Register FC,LW,Inside Forward,5
REGF_P20, Mark Rash,Register FC,LW,Traditional Winger,4
REGF_P20, Mark Rash,Register FC,LW,Inverted Winger,4
BUND_P01, Manuel Nuerlero,The Bundesliga Team,GK,Traditional Keeper,3
BUND_P01, Manuel Nuerlero,The Bundesliga Team,GK,Modern Keeper,5
BUND_P02, Sven Ulreicho,The Bundesliga Team,GK,Traditional Keeper,4
BUND_P02, Sven Ulreicho,The Bundesliga Team,GK,Modern Keeper,4
BUND_P03, Jonas Urbigo,The Bundesliga Team,GK,Traditional Keeper,4
BUND_P03, Jonas Urbigo,The Bundesliga Team,GK,Modern Keeper,4
BUND_P04, Days Upamecani,The Bundesliga Team,CB,No-Nonsense CB,4
BUND_P04, Days Upamecani,The Bundesliga Team,CB,Ball-Playing CB,2
BUND_P04, Days Upamecani,The Bundesliga Team,CB,Balanced CB,4
BUND_P05, Minjae Kimo,The Bundesliga Team,CB,No-Nonsense CB,4
BUND_P05, Minjae Kimo,The Bundesliga Team,CB,Ball-Playing CB,3
BUND_P05, Minjae Kimo,The Bundesliga Team,CB,Balanced CB,4
BUND_P06, Jack Tahler,The Bundesliga Team,CB,No-Nonsense CB,5
BUND_P06, Jack Tahler,The Bundesliga Team,CB,Ball-Playing CB,4
BUND_P06, Jack Tahler,The Bundesliga Team,CB,Balanced CB,4
BUND_P07, Phonny Daviers,The Bundesliga Team,LB,Inverted,2
BUND_P07, Phonny Daviers,The Bundesliga Team,LB,Wingback,5
BUND_P07, Phonny Daviers,The Bundesliga Team,LB,Defensive Fullback,3
BUND_P08, Hiroki Itoda,The Bundesliga Team,CB,No-Nonsense CB,4
BUND_P08, Hiroki Itoda,The Bundesliga Team,CB,Ball-Playing CB,4
BUND_P08, Hiroki Itoda,The Bundesliga Team,CB,Balanced CB,4
BUND_P09, Raphael Gerr,The Bundesliga Team,LB,Inverted,5
BUND_P09, Raphael Gerr,The Bundesliga Team,LB,Wingback,4
BUND_P09, Raphael Gerr,The Bundesliga Team,LB,Defensive Fullback,3
BUND_P10, Sash Boeyo,The Bundesliga Team,RB,Inverted,2
BUND_P10, Sash Boeyo,The Bundesliga Team,RB,Wingback,4
BUND_P10, Sash Boeyo,The Bundesliga Team,RB,Defensive Fullback,3
BUND_P11, Josh Kimming,The Bundesliga Team,DM,Deep-Lying Playmaker,5
BUND_P11, Josh Kimming,The Bundesliga Team,DM,Ball-Winning DM,4
BUND_P11, Josh Kimming,The Bundesliga Team,DM,Anchorman,4
BUND_P12, Leon Garetzko,The Bundesliga Team,CM,All-Around Midfielder,4
BUND_P12, Leon Garetzko,The Bundesliga Team,CM,Box-to-Box,4
BUND_P12, Leon Garetzko,The Bundesliga Team,CM,Deep-Lying Playmaker,3
BUND_P12, Leon Garetzko,The Bundesliga Team,CM,Box Crasher,3
BUND_P12, Leon Garetzko,The Bundesliga Team,CM,Mezzala,3
BUND_P13, Jamal Musialelonga,The Bundesliga Team,AM,No. 10,5
BUND_P13, Jamal Musialelonga,The Bundesliga Team,AM,Shadow Striker,4
BUND_P14, Konrad Laimerich,The Bundesliga Team,CM,All-Around Midfielder,4
BUND_P14, Konrad Laimerich,The Bundesliga Team,CM,Box-to-Box,4
BUND_P14, Konrad Laimerich,The Bundesliga Team,CM,Deep-Lying Playmaker,4
BUND_P14, Konrad Laimerich,The Bundesliga Team,CM,Box Crasher,3
BUND_P14, Konrad Laimerich,The Bundesliga Team,CM,Mezzala,3
BUND_P15, Aleksandar Pavlovico,The Bundesliga Team,CM,All-Around Midfielder,4
BUND_P15, Aleksandar Pavlovico,The Bundesliga Team,CM,Box-to-Box,4
BUND_P15, Aleksandar Pavlovico,The Bundesliga Team,CM,Deep-Lying Playmaker,3
BUND_P15, Aleksandar Pavlovico,The Bundesliga Team,CM,Box Crasher,3
BUND_P15, Aleksandar Pavlovico,The Bundesliga Team,CM,Mezzala,3
BUND_P16, Paul Wanners,The Bundesliga Team,AM,No. 10,4
BUND_P16, Paul Wanners,The Bundesliga Team,AM,Shadow Striker,4
BUND_P17, Harold Kaner,The Bundesliga Team,ST,Poacher,5
BUND_P17, Harold Kaner,The Bundesliga Team,ST,Target Man,4
BUND_P17, Harold Kaner,The Bundesliga Team,ST,Complete Forward,5
BUND_P17, Harold Kaner,The Bundesliga Team,ST,Deep-Lying Forward,5
BUND_P18, Sergei Gnabryko,The Bundesliga Team,RW,Inside Forward,5
BUND_P18, Sergei Gnabryko,The Bundesliga Team,RW,Traditional Winger,3
BUND_P18, Sergei Gnabryko,The Bundesliga Team,RW,Inverted Winger,4
BUND_P19, Luish Deesh,The Bundesliga Team,LW,Inside Forward,4
BUND_P19, Luish Deesh,The Bundesliga Team,LW,Traditional Winger,4
BUND_P19, Luish Deesh,The Bundesliga Team,LW,Inverted Winger,4
BUND_P20, Mike Olisey,The Bundesliga Team,RW,Inside Forward,5
BUND_P20, Mike Olisey,The Bundesliga Team,RW,Traditional Winger,3
BUND_P20, Mike Olisey,The Bundesliga Team,RW,Inverted Winger,4
CROIS_P01,GianLuigi Mario,Croissant FC,GK,Traditional Keeper,5
CROIS_P01,GianLuigi Mario,Croissant FC,GK,Modern Keeper,2
CROIS_P02, Lucas Chevaliero,Croissant FC,GK,Traditional Keeper,4
CROIS_P02, Lucas Chevaliero,Croissant FC,GK,Modern Keeper,5
CROIS_P03, Matvey Safonov,Croissant FC,GK,Traditional Keeper,4
CROIS_P03, Matvey Safonov,Croissant FC,GK,Modern Keeper,4
CROIS_P04, Achraf Hakimino,Croissant FC,RB,Inverted,4
CROIS_P04, Achraf Hakimino,Croissant FC,RB,Wingback,5
CROIS_P04, Achraf Hakimino,Croissant FC,RB,Defensive Fullback,3
CROIS_P05, Presnel Kimpembason,Croissant FC,CB,No-Nonsense CB,4
CROIS_P05, Presnel Kimpembason,Croissant FC,CB,Ball-Playing CB,3
CROIS_P05, Presnel Kimpembason,Croissant FC,CB,Balanced CB,4
CROIS_P06,  Beraldinho,Croissant FC,CB,No-Nonsense CB,4
CROIS_P06,  Beraldinho,Croissant FC,CB,Ball-Playing CB,3
CROIS_P06,  Beraldinho,Croissant FC,CB,Balanced CB,4
CROIS_P07, Marquinhosinho,Croissant FC,CB,No-Nonsense CB,3
CROIS_P07, Marquinhosinho,Croissant FC,CB,Ball-Playing CB,3
CROIS_P07, Marquinhosinho,Croissant FC,CB,Balanced CB,5
CROIS_P08, Illia Zabarny,Croissant FC,CB,No-Nonsense CB,4
CROIS_P08, Illia Zabarny,Croissant FC,CB,Ball-Playing CB,4
CROIS_P08, Illia Zabarny,Croissant FC,CB,Balanced CB,4
CROIS_P09, Lucas Hernandezao,Croissant FC,LB,Inverted,3
CROIS_P09, Lucas Hernandezao,Croissant FC,LB,Wingback,4
CROIS_P09, Lucas Hernandezao,Croissant FC,LB,Defensive Fullback,5
CROIS_P10,  Mendesinho,Croissant FC,LB,Inverted,3
CROIS_P10,  Mendesinho,Croissant FC,LB,Wingback,5
CROIS_P10,  Mendesinho,Croissant FC,LB,Defensive Fullback,5
CROIS_P11, Fabian Ruizo,Croissant FC,CM,All-Around Midfielder,4
CROIS_P11, Fabian Ruizo,Croissant FC,CM,Box-to-Box,3
CROIS_P11, Fabian Ruizo,Croissant FC,CM,Deep-Lying Playmaker,4
CROIS_P11, Fabian Ruizo,Croissant FC,CM,Box Crasher,5
CROIS_P11, Fabian Ruizo,Croissant FC,CM,Mezzala,3
CROIS_P12, Vitinhaio,Croissant FC,CM,All-Around Midfielder,5
CROIS_P12, Vitinhaio,Croissant FC,CM,Box-to-Box,4
CROIS_P12, Vitinhaio,Croissant FC,CM,Deep-Lying Playmaker,5
CROIS_P12, Vitinhaio,Croissant FC,CM,Box Crasher,3
CROIS_P12, Vitinhaio,Croissant FC,CM,Mezzala,3
CROIS_P13, King-In Leao,Croissant FC,AM,No. 10,4
CROIS_P13, King-In Leao,Croissant FC,AM,Shadow Striker,4
CROIS_P14, Senny Muyulo,Croissant FC,AM,No. 10,4
CROIS_P14, Senny Muyulo,Croissant FC,AM,Shadow Striker,4
CROIS_P15, Warren Zaire-Wade,Croissant FC,CM,All-Around Midfielder,4
CROIS_P15, Warren Zaire-Wade,Croissant FC,CM,Box-to-Box,4
CROIS_P15, Warren Zaire-Wade,Croissant FC,CM,Deep-Lying Playmaker,4
CROIS_P15, Warren Zaire-Wade,Croissant FC,CM,Box Crasher,3
CROIS_P15, Warren Zaire-Wade,Croissant FC,CM,Mezzala,3
CROIS_P16, Joe Nevsh,Croissant FC,DM,Deep-Lying Playmaker,4
CROIS_P16, Joe Nevsh,Croissant FC,DM,Ball-Winning DM,4
CROIS_P16, Joe Nevsh,Croissant FC,DM,Anchorman,4
CROIS_P17, Karl Kvarasel,Croissant FC,LW,Inside Forward,5
CROIS_P17, Karl Kvarasel,Croissant FC,LW,Traditional Winger,4
CROIS_P17, Karl Kvarasel,Croissant FC,LW,Inverted Winger,4
CROIS_P18, Cristiano Ramoso,Croissant FC,ST,Poacher,3
CROIS_P18, Cristiano Ramoso,Croissant FC,ST,Target Man,4
CROIS_P18, Cristiano Ramoso,Croissant FC,ST,Complete Forward,4
CROIS_P18, Cristiano Ramoso,Croissant FC,ST,Deep-Lying Forward,3
CROIS_P19, Marcus Dembeleau,Croissant FC,RW,Inside Forward,5
CROIS_P19, Marcus Dembeleau,Croissant FC,RW,Traditional Winger,4
CROIS_P19, Marcus Dembeleau,Croissant FC,RW,Inverted Winger,4
CROIS_P20, Barry Barcolan,Croissant FC,RW,Inside Forward,5
CROIS_P20, Barry Barcolan,Croissant FC,RW,Traditional Winger,4
CROIS_P20, Barry Barcolan,Croissant FC,RW,Inverted Winger,3
PTB_P01, Jan Oblakadro,Park the Bus,GK,Traditional Keeper,5
PTB_P01, Jan Oblakadro,Park the Bus,GK,Modern Keeper,3
PTB_P02, Juan Mussona,Park the Bus,GK,Traditional Keeper,4
PTB_P02, Juan Mussona,Park the Bus,GK,Modern Keeper,4
PTB_P03, Jose Gimenezco,Park the Bus,CB,No-Nonsense CB,5
PTB_P03, Jose Gimenezco,Park the Bus,CB,Ball-Playing CB,2
PTB_P03, Jose Gimenezco,Park the Bus,CB,Balanced CB,4
PTB_P04, Matteo Ruggerio,Park the Bus,LB,Inverted,4
PTB_P04, Matteo Ruggerio,Park the Bus,LB,Wingback,4
PTB_P04, Matteo Ruggerio,Park the Bus,LB,Defensive Fullback,4
PTB_P05, Clement Lengleto,Park the Bus,CB,No-Nonsense CB,3
PTB_P05, Clement Lengleto,Park the Bus,CB,Ball-Playing CB,2
PTB_P05, Clement Lengleto,Park the Bus,CB,Balanced CB,4
PTB_P06, Nathan Molinaro,Park the Bus,RB,Inverted,3
PTB_P06, Nathan Molinaro,Park the Bus,RB,Wingback,3
PTB_P06, Nathan Molinaro,Park the Bus,RB,Defensive Fullback,4
PTB_P07, Dave Hanckor,Park the Bus,CB,No-Nonsense CB,3
PTB_P07, Dave Hanckor,Park the Bus,CB,Ball-Playing CB,4
PTB_P07, Dave Hanckor,Park the Bus,CB,Balanced CB,4
PTB_P08, Marc Pubillo,Park the Bus,RB,Inverted,3
PTB_P08, Marc Pubillo,Park the Bus,RB,Wingback,3
PTB_P08, Marc Pubillo,Park the Bus,RB,Defensive Fullback,4
PTB_P09, Javi Galando,Park the Bus,LB,Inverted,4
PTB_P09, Javi Galando,Park the Bus,LB,Wingback,4
PTB_P09, Javi Galando,Park the Bus,LB,Defensive Fullback,4
PTB_P10, Robin Lenormando,Park the Bus,CB,No-Nonsense CB,3
PTB_P10, Robin Lenormando,Park the Bus,CB,Ball-Playing CB,4
PTB_P10, Robin Lenormando,Park the Bus,CB,Balanced CB,5
PTB_P11, Kokealito,Park the Bus,CM,All-Around Midfielder,4
PTB_P11, Kokealito,Park the Bus,CM,Box-to-Box,2
PTB_P11, Kokealito,Park the Bus,CM,Deep-Lying Playmaker,4
PTB_P11, Kokealito,Park the Bus,CM,Box Crasher,4
PTB_P11, Kokealito,Park the Bus,CM,Mezzala,2
PTB_P12, Pablo Barrioso,Park the Bus,CM,All-Around Midfielder,4
PTB_P12, Pablo Barrioso,Park the Bus,CM,Box-to-Box,3
PTB_P12, Pablo Barrioso,Park the Bus,CM,Deep-Lying Playmaker,4
PTB_P12, Pablo Barrioso,Park the Bus,CM,Box Crasher,3
PTB_P12, Pablo Barrioso,Park the Bus,CM,Mezzala,2
PTB_P13, Alex Baenaro,Park the Bus,AM,No. 10,4
PTB_P13, Alex Baenaro,Park the Bus,AM,Shadow Striker,4
PTB_P15, Johnny Cardose,Park the Bus,DM,Deep-Lying Playmaker,4
PTB_P15, Johnny Cardose,Park the Bus,DM,Ball-Winning DM,4
PTB_P15, Johnny Cardose,Park the Bus,DM,Anchorman,4
PTB_P16, Connor Gallaguer,Park the Bus,CM,All-Around Midfielder,4
PTB_P16, Connor Gallaguer,Park the Bus,CM,Box-to-Box,4
PTB_P16, Connor Gallaguer,Park the Bus,CM,Deep-Lying Playmaker,1
PTB_P16, Connor Gallaguer,Park the Bus,CM,Box Crasher,4
PTB_P16, Connor Gallaguer,Park the Bus,CM,Mezzala,1
PTB_P18, Alexander Sorlutho,Park the Bus,ST,Poacher,4
PTB_P18, Alexander Sorlutho,Park the Bus,ST,Target Man,5
PTB_P18, Alexander Sorlutho,Park the Bus,ST,Complete Forward,2
PTB_P18, Alexander Sorlutho,Park the Bus,ST,Deep-Lying Forward,2
PTB_P19, Thiago Almadino,Park the Bus,AM,No. 10,4
PTB_P19, Thiago Almadino,Park the Bus,AM,Shadow Striker,4
PTB_P20, Giacomo Raspadoro,Park the Bus,ST,Poacher,2
PTB_P20, Giacomo Raspadoro,Park the Bus,ST,Target Man,3
PTB_P20, Giacomo Raspadoro,Park the Bus,ST,Complete Forward,4
PTB_P20, Giacomo Raspadoro,Park the Bus,ST,Deep-Lying Forward,4
